,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalLivingSF,TotalMainBath,TotalBath,AgeSold,TotalPorchSF,TotalSF,TotalArea,GarageAgeSold,LastRemodelYrs,NbhdPricePerSF
321,322,60,99.0,12099,8,5,2004,2004,6,3,388.0,3,2,3,970,0,166,1136,2,4,1,3,1136,1332,0,2468,1,0,2,1,4,1,3,10,1,4,2004.0,3,3,872,3,184,154,0,0,0,0,0,6,2007,354000,3604,2.5,3.5,3,338,3438,4476,3.0,3,89.88078067216345
322,323,60,86.0,10380,7,5,1986,1987,4,3,172.0,3,2,2,28,1474,0,1502,2,4,1,3,1553,1177,0,2730,1,0,2,1,4,1,3,8,1,4,1987.0,3,2,576,3,201,96,0,0,0,0,0,8,2007,301000,4232,2.5,3.5,21,297,4232,4808,20.0,20,71.1354746978608
323,324,20,49.0,5820,3,8,1955,2005,6,0,0.0,2,3,2,256,0,906,1162,2,4,1,3,1163,0,0,1163,1,0,1,0,3,1,2,6,0,4,1955.0,1,1,220,2,142,98,0,0,0,0,0,7,2006,126175,2325,1.0,2.0,51,240,1419,2545,51.0,1,56.50343751827948
324,325,80,96.0,11275,7,7,1967,2007,1,3,300.0,3,3,2,0,0,710,710,2,4,1,3,1898,1080,0,2978,0,0,2,1,5,1,3,11,1,4,1961.0,3,2,564,3,240,0,0,0,0,0,0,6,2010,242000,3688,2.5,2.5,43,240,2978,4252,49.0,3,62.495892085837696
325,326,45,50.0,5000,5,6,1941,1950,1,0,0.0,2,2,2,116,0,604,720,2,0,0,1,803,0,0,803,0,0,1,0,2,1,2,5,0,2,1941.0,1,2,360,3,0,0,244,0,0,0,0,12,2007,87000,1523,1.0,1.0,66,244,919,1883,66.0,57,53.85268421741216
326,327,120,32.0,10846,8,5,1993,1993,5,0,0.0,3,2,3,1619,0,100,1719,2,4,1,3,1719,0,0,1719,2,0,1,1,1,1,3,6,2,4,1993.0,3,2,473,3,122,30,0,0,0,0,0,5,2008,324000,3438,1.5,3.5,15,152,3338,3911,15.0,15,83.46043851286939
327,328,20,80.0,11600,6,5,1960,1960,1,3,175.0,2,2,2,565,0,818,1383,2,2,1,3,1383,0,0,1383,0,0,1,1,3,1,2,7,0,4,1960.0,2,1,292,3,0,45,0,0,0,0,0,4,2006,145250,2766,1.5,1.5,46,45,1948,3058,46.0,46,62.495892085837696
328,329,75,0.0,11888,6,6,1916,1994,1,0,0.0,2,2,1,0,0,844,844,2,3,0,2,1445,689,0,2134,0,0,2,0,5,1,3,10,0,2,1930.0,1,2,441,3,0,60,268,0,0,0,0,7,2009,214500,2978,2.0,2.0,93,328,2134,3419,79.0,15,63.70429189835996
329,330,70,60.0,6402,5,5,1920,1950,1,0,0.0,2,2,3,0,0,596,596,2,2,0,3,596,596,0,1192,0,0,1,0,3,1,2,6,0,2,1920.0,1,1,189,2,0,0,137,0,0,0,0,7,2009,78000,1788,1.0,1.0,89,137,1192,1977,89.0,59,53.85268421741216
330,331,90,0.0,10624,5,4,1964,1964,3,3,84.0,2,2,2,40,264,1424,1728,2,2,1,3,1728,0,0,1728,0,1,2,0,6,2,2,10,0,2,2002.0,1,1,352,3,155,0,0,0,0,0,0,11,2007,119000,3456,2.0,2.5,43,155,2032,3808,5.0,43,62.495892085837696
331,332,20,70.0,8176,5,6,1958,1992,1,0,0.0,2,2,2,846,0,210,1056,2,1,1,3,1056,0,0,1056,1,0,1,0,3,1,2,6,0,4,1958.0,2,1,308,3,0,0,0,0,0,0,0,8,2007,139000,2112,1.0,2.0,49,0,1902,2420,49.0,15,62.495892085837696
332,333,20,85.0,10655,8,5,2003,2004,6,3,296.0,3,2,3,1124,479,1603,3206,2,4,1,3,1629,0,0,1629,1,0,2,0,3,1,3,7,1,4,2003.0,2,3,880,3,0,0,0,0,0,0,0,10,2009,284000,4835,2.0,3.0,6,0,3232,5715,6.0,5,89.88078067216345
333,334,120,59.0,8198,7,5,2004,2004,6,4,146.0,3,2,3,720,0,638,1358,2,4,1,3,1358,0,0,1358,1,0,2,0,2,1,3,6,1,4,2004.0,2,2,484,3,192,30,0,0,0,0,0,7,2008,207000,2716,2.0,3.0,4,222,2078,3200,4.0,4,89.88078067216345
334,335,60,59.0,9042,6,5,1998,1998,6,0,0.0,2,2,3,828,0,115,943,2,3,1,3,943,695,0,1638,1,0,2,1,3,1,2,7,2,4,1998.0,3,2,472,3,100,38,0,0,0,0,0,7,2008,192000,2581,2.5,3.5,10,138,2466,3053,10.0,10,76.84454061251664
335,336,190,0.0,164660,5,6,1965,1965,4,0,0.0,2,2,2,1249,147,103,1499,2,4,1,3,1619,167,0,1786,2,0,2,0,3,1,2,7,2,4,1965.0,3,2,529,3,670,0,0,0,0,0,700,8,2008,228950,3285,2.0,4.0,43,670,3182,3814,43.0,43,78.04628310781021
336,337,20,86.0,14157,9,5,2005,2006,6,4,200.0,3,2,3,1249,0,673,1922,2,4,1,3,1922,0,0,1922,1,0,2,0,3,1,3,8,1,4,2005.0,3,3,676,3,178,51,0,0,0,0,0,7,2007,377426,3844,2.0,3.0,2,229,3171,4520,2.0,1,91.26740111931524
337,338,20,70.0,9135,7,5,2002,2003,6,3,113.0,3,2,3,810,0,726,1536,2,4,1,3,1536,0,0,1536,1,0,2,0,3,1,3,7,0,4,2002.0,2,2,532,3,192,74,0,0,0,0,0,12,2008,214000,3072,2.0,3.0,6,266,2346,3604,6.0,5,75.04142143422128
338,339,20,91.0,14145,7,7,1984,1998,1,0,0.0,3,2,2,213,0,995,1208,2,4,1,3,1621,0,0,1621,1,0,2,0,3,1,3,8,0,4,1984.0,2,2,440,3,108,45,0,0,0,0,400,5,2006,202500,2829,2.0,3.0,22,153,1834,3269,22.0,8,65.60556289753659
339,340,20,66.0,12400,6,7,1958,1998,1,3,176.0,2,2,2,585,0,630,1215,2,2,1,2,1215,0,0,1215,0,0,1,0,3,1,2,6,0,4,1958.0,1,1,297,3,0,0,0,0,234,0,0,6,2009,155000,2430,1.0,1.0,51,234,1800,2727,51.0,11,62.495892085837696
340,341,60,85.0,14191,8,5,2002,2002,6,0,0.0,3,2,3,0,0,967,967,2,4,1,3,993,915,0,1908,0,0,2,1,4,1,3,9,0,4,2002.0,3,2,431,3,135,0,0,0,0,0,0,4,2010,202900,2875,2.5,2.5,8,135,1908,3306,8.0,8,78.04628310781021
341,342,20,60.0,8400,4,4,1950,1950,1,0,0.0,1,1,2,0,0,721,721,2,3,1,3,841,0,0,841,0,0,1,0,2,1,2,4,0,1,1950.0,1,1,294,3,250,0,24,0,0,0,0,9,2009,82000,1562,1.0,1.0,59,274,841,1856,59.0,59,71.1354746978608
342,343,90,0.0,8544,3,4,1949,1950,2,3,340.0,2,2,0,0,0,0,0,0,1,0,2,1040,0,0,1040,0,0,2,0,2,2,2,6,0,2,1949.0,1,2,400,3,0,0,0,0,0,0,0,5,2006,87500,1040,2.0,2.0,57,0,1040,1440,57.0,56,62.495892085837696
343,344,120,63.0,8849,9,5,2005,2005,1,3,616.0,4,2,3,28,0,1656,1684,2,4,1,3,1684,0,0,1684,0,0,2,0,2,1,4,6,1,4,2005.0,2,2,564,3,495,72,0,0,0,0,0,7,2008,266000,3368,2.0,2.0,3,567,1712,3932,3.0,3,89.88078067216345
344,345,160,36.0,2592,5,3,1976,1976,7,0,0.0,2,2,2,129,232,175,536,2,2,1,3,536,576,0,1112,0,0,1,1,3,1,2,4,0,4,1976.0,1,1,336,3,182,0,0,0,0,0,0,4,2010,85000,1648,1.5,1.5,34,182,1473,1984,34.0,34,57.56982376584562
345,346,50,65.0,6435,6,5,1939,1950,1,0,0.0,2,2,1,0,0,972,972,2,3,1,3,972,605,0,1577,0,0,1,0,3,1,1,6,1,2,1939.0,1,1,312,3,0,0,0,0,0,0,0,10,2006,140200,2549,1.0,1.0,67,0,1577,2861,67.0,56,63.70429189835996
346,347,20,0.0,12772,6,8,1960,1998,1,0,0.0,2,3,2,498,0,460,958,2,2,1,3,958,0,0,958,0,0,1,0,2,1,2,5,0,4,1960.0,2,1,301,3,0,0,0,0,0,0,15500,4,2007,151500,1916,1.0,1.0,47,0,1456,2217,47.0,9,62.495892085837696
347,348,20,0.0,17600,6,5,1960,1960,1,3,30.0,2,2,2,1270,0,208,1478,2,4,1,2,1478,0,0,1478,1,0,2,0,3,1,2,6,2,4,1960.0,1,2,498,3,0,40,0,0,0,0,0,12,2009,157500,2956,2.0,3.0,49,40,2748,3454,49.0,49,62.495892085837696
348,349,160,36.0,2448,7,5,2003,2004,6,4,106.0,3,2,3,573,0,191,764,2,4,1,3,764,862,0,1626,1,0,2,1,2,1,3,6,0,4,2003.0,2,2,474,3,0,27,0,0,0,0,0,10,2008,154000,2390,2.5,3.5,5,27,2199,2864,5.0,4,89.88078067216345
349,350,60,56.0,20431,9,5,2005,2006,7,3,870.0,4,2,3,1410,0,438,1848,2,4,1,3,1848,880,0,2728,1,0,2,1,4,1,4,10,2,4,2006.0,3,3,706,3,0,0,0,0,0,0,0,4,2006,437154,4576,2.5,3.5,1,0,4138,5282,0.0,0,89.88078067216345
350,351,120,68.0,7820,9,5,2007,2007,1,3,362.0,4,2,3,0,0,1869,1869,2,4,1,3,1869,0,0,1869,0,0,2,0,2,1,4,6,1,4,2007.0,2,2,617,3,210,54,0,0,0,0,0,12,2007,318061,3738,2.0,2.0,0,264,1869,4355,0.0,0,89.88078067216345
351,352,120,0.0,5271,7,5,1986,1986,1,0,0.0,2,2,3,1082,0,371,1453,2,3,1,3,1453,0,0,1453,1,0,1,1,2,1,3,6,1,4,1986.0,2,2,445,3,0,80,0,0,184,0,0,12,2006,190000,2906,1.5,2.5,20,264,2535,3351,20.0,20,70.91761790148465
352,353,50,60.0,9084,5,6,1941,1950,6,0,0.0,2,2,2,236,380,0,616,2,2,0,3,616,495,0,1111,0,1,1,0,3,1,2,5,0,2,1941.0,1,1,200,3,48,0,0,0,0,0,0,3,2008,95000,1727,1.0,1.5,67,48,1727,1927,67.0,58,57.244515282205136
353,354,30,60.0,8520,6,8,1928,2003,6,0,0.0,2,3,1,0,0,624,624,2,3,1,3,720,0,0,720,0,0,1,0,2,1,2,5,0,2,2005.0,1,2,484,3,106,0,0,0,0,0,0,5,2010,105900,1344,1.0,1.0,82,106,720,1828,5.0,7,56.50343751827948
354,355,50,60.0,8400,6,5,1940,2000,1,0,0.0,2,2,2,388,0,552,940,2,4,1,3,1192,403,0,1595,0,0,1,0,2,1,2,6,2,4,1940.0,1,1,240,3,0,0,108,0,0,0,0,6,2006,140000,2535,1.0,1.0,66,108,1983,2775,66.0,6,56.219782992682305
355,356,20,105.0,11249,6,5,1995,1995,6,0,0.0,3,3,3,334,544,322,1200,2,4,1,3,1200,0,0,1200,1,0,2,0,3,1,3,6,0,4,1995.0,2,2,521,3,0,26,0,0,0,0,0,8,2007,177500,2400,2.0,3.0,12,26,2078,2921,12.0,12,75.04142143422128
356,357,20,0.0,9248,6,6,1992,1992,3,3,106.0,2,2,3,560,0,598,1158,2,3,1,3,1167,0,0,1167,1,0,2,0,3,1,3,6,0,4,1992.0,2,2,400,3,120,26,0,0,0,0,0,7,2009,173000,2325,2.0,3.0,17,146,1727,2725,17.0,17,76.84454061251664
357,358,120,44.0,4224,5,5,1976,1976,7,0,0.0,2,2,3,874,0,268,1142,2,2,1,3,1142,0,0,1142,1,0,1,1,3,1,2,6,1,4,1976.0,3,2,528,3,536,90,0,0,0,0,0,8,2007,134000,2284,1.5,2.5,31,626,2016,2812,31.0,31,57.56982376584562
358,359,80,92.0,6930,5,4,1958,1958,1,3,120.0,2,2,2,300,294,468,1062,2,4,1,1,1352,0,0,1352,0,1,1,0,3,1,3,6,0,4,1958.0,1,1,288,3,168,0,294,0,0,0,0,7,2006,130000,2414,1.0,1.5,48,462,1946,2702,48.0,48,70.91761790148465
359,360,60,78.0,12011,8,5,1998,1998,6,3,530.0,3,2,3,956,0,130,1086,2,4,1,3,1086,838,0,1924,1,0,2,1,3,1,3,7,1,4,1998.0,2,2,592,3,208,75,0,0,374,0,0,6,2006,280000,3010,2.5,3.5,8,657,2880,3602,8.0,8,83.76917498948856
360,361,85,0.0,7540,6,6,1978,1978,6,0,0.0,2,2,2,773,0,115,888,2,4,1,3,912,0,0,912,1,0,1,0,2,1,2,5,1,4,1978.0,2,2,470,3,0,0,0,0,192,0,0,6,2007,156000,1800,1.0,2.0,29,192,1685,2270,29.0,29,65.41403406858139
361,362,50,0.0,9144,5,5,1940,1982,1,0,0.0,2,2,2,399,0,484,883,2,3,1,3,988,517,0,1505,1,0,1,0,3,1,2,8,0,2,1940.0,1,1,240,3,0,0,0,0,0,0,0,7,2008,145000,2388,1.0,2.0,68,0,1904,2628,68.0,26,63.70429189835996
362,363,85,64.0,7301,7,5,2003,2003,3,3,500.0,3,2,0,0,0,0,0,2,4,1,3,495,1427,0,1922,0,0,3,0,4,1,3,7,1,4,2003.0,2,2,672,3,0,0,177,0,0,0,0,7,2009,198500,1922,3.0,3.0,6,177,1922,2594,6.0,6,57.244515282205136
363,364,160,21.0,1680,6,8,1972,2007,3,3,510.0,2,2,2,162,0,321,483,2,3,1,3,483,504,0,987,0,0,1,1,2,1,3,5,0,2,1972.0,1,1,264,3,250,0,0,0,0,0,0,5,2009,118000,1470,1.5,1.5,37,250,1149,1734,37.0,2,60.503745521658885
364,365,60,0.0,18800,6,5,1976,1976,3,3,120.0,2,2,3,712,0,84,796,2,2,1,3,790,784,0,1574,1,0,2,1,3,1,2,6,1,4,1976.0,3,2,566,3,306,111,0,0,0,0,0,7,2006,190000,2370,2.5,3.5,30,417,2286,2936,30.0,30,65.60556289753659
365,366,70,59.0,10690,5,7,1920,1997,6,0,0.0,2,3,2,456,0,216,672,2,3,1,2,672,672,0,1344,0,0,1,0,3,1,2,6,0,2,1964.0,1,1,468,3,0,128,218,0,0,0,0,7,2009,147000,2016,1.0,1.0,89,346,1800,2484,45.0,12,53.85268421741216
366,367,20,0.0,9500,6,5,1963,1963,4,3,247.0,2,2,2,609,0,785,1394,2,3,1,3,1394,0,0,1394,1,0,1,1,3,1,2,6,2,4,1963.0,2,2,514,3,0,76,0,0,185,0,0,7,2009,159000,2788,1.5,2.5,46,261,2003,3302,46.0,46,62.495892085837696
367,368,80,101.0,9150,6,5,1962,1962,4,3,305.0,2,2,2,371,0,728,1099,2,3,1,3,1431,0,0,1431,0,1,1,0,3,1,2,6,1,3,1962.0,2,1,296,3,64,110,0,0,0,0,0,12,2008,165000,2530,1.0,1.5,46,174,1802,2826,46.0,46,62.495892085837696
368,369,20,78.0,7800,5,6,1954,1954,3,3,200.0,2,2,3,540,0,728,1268,2,3,1,3,1268,0,0,1268,0,0,1,0,2,1,2,7,1,4,1954.0,3,1,244,3,0,98,0,0,0,0,0,3,2010,132000,2536,1.0,1.0,56,98,1808,2780,56.0,56,62.495892085837696
369,370,20,0.0,9830,5,7,1959,2006,1,0,0.0,2,3,2,72,258,733,1063,2,4,1,3,1287,0,0,1287,1,0,1,0,3,1,3,7,1,2,1997.0,3,2,576,3,364,17,0,0,182,0,0,3,2010,162000,2350,1.0,2.0,51,563,1617,2926,13.0,4,62.495892085837696
370,371,60,0.0,8121,6,5,2000,2000,6,0,0.0,2,2,3,0,0,953,953,2,4,1,3,953,711,0,1664,0,0,2,1,3,1,2,7,1,4,2000.0,2,2,460,3,100,40,0,0,0,0,0,1,2006,172400,2617,2.5,2.5,6,140,1664,3077,6.0,6,76.84454061251664
371,372,50,80.0,17120,4,4,1959,1959,1,0,0.0,2,2,2,0,0,0,0,2,2,1,3,1120,468,0,1588,0,0,2,0,4,1,2,7,1,2,1991.0,3,2,680,3,0,59,0,0,0,0,0,7,2008,134432,1588,2.0,2.0,49,59,1588,2268,17.0,49,70.91761790148465
372,373,120,50.0,7175,6,5,1984,1984,4,0,0.0,2,2,2,623,121,0,744,2,2,1,3,752,0,0,752,1,0,1,0,2,1,2,4,0,4,1984.0,1,1,264,3,353,0,0,0,90,0,0,2,2010,125000,1496,1.0,2.0,26,443,1496,1760,26.0,26,71.1354746978608
373,374,20,79.0,10634,5,6,1953,1953,1,0,0.0,2,2,3,428,180,0,608,2,2,1,3,1319,0,0,1319,1,0,1,0,3,1,2,5,0,4,1953.0,1,1,270,3,66,0,0,0,0,0,0,11,2009,123000,1927,1.0,2.0,56,66,1927,2197,56.0,56,62.495892085837696
374,375,60,65.0,8200,7,5,2003,2004,6,0,0.0,3,2,3,0,0,847,847,2,4,1,3,847,1081,0,1928,0,0,2,1,4,1,3,8,1,4,2003.0,3,2,434,3,100,48,0,0,0,0,0,7,2007,219500,2775,2.5,2.5,4,148,1928,3209,4.0,3,75.04142143422128
375,376,30,0.0,10020,1,1,1922,1950,1,0,0.0,1,1,1,350,0,333,683,2,3,0,2,904,0,0,904,1,0,0,1,1,1,1,4,0,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,3,2009,61000,1587,0.5,1.5,87,0,1254,1587,109.0,59,57.244515282205136
376,377,85,57.0,8846,5,5,1996,1996,6,0,0.0,3,2,3,298,0,572,870,2,4,1,3,914,0,0,914,0,0,1,0,2,1,2,5,0,2,1998.0,1,2,576,3,0,0,0,0,0,0,0,7,2006,148000,1784,1.0,1.0,10,0,1212,2360,8.0,10,75.04142143422128
377,378,60,102.0,11143,8,5,2004,2005,7,0,0.0,3,2,3,0,0,1580,1580,2,4,1,3,1580,886,0,2466,0,0,3,0,4,1,3,8,1,4,2004.0,2,2,610,3,159,214,0,0,0,0,0,12,2007,340000,4046,3.0,3.0,3,373,2466,4656,3.0,2,82.65035776115711
378,379,20,88.0,11394,9,2,2010,2010,6,4,350.0,3,2,3,1445,0,411,1856,2,4,1,3,1856,0,0,1856,1,0,1,1,1,1,4,8,1,4,2010.0,3,3,834,3,113,0,0,0,0,0,0,6,2010,394432,3712,1.5,2.5,0,113,3301,4546,0.0,0,91.26740111931524
379,380,60,60.0,8123,6,5,2000,2000,6,3,16.0,2,2,3,0,0,982,982,2,4,1,3,1007,793,0,1800,0,0,2,1,3,1,2,7,1,4,2000.0,3,2,463,3,100,63,0,0,0,0,0,6,2009,179000,2782,2.5,2.5,9,163,1800,3245,9.0,9,76.84454061251664
380,381,50,50.0,5000,5,6,1924,1950,5,0,0.0,2,2,1,218,0,808,1026,2,2,1,3,1026,665,0,1691,0,0,2,0,3,1,3,6,1,2,1924.0,1,1,308,3,0,0,242,0,0,0,0,5,2010,127000,2717,2.0,2.0,86,242,1909,3025,86.0,60,56.219782992682305
381,382,20,60.0,7200,7,5,2006,2006,6,0,0.0,3,2,3,0,0,1293,1293,2,4,1,3,1301,0,0,1301,1,0,2,0,2,1,3,5,1,4,2006.0,2,2,572,3,216,121,0,0,0,0,0,8,2006,187750,2594,2.0,3.0,0,337,1301,3166,0.0,0,82.65035776115711
382,383,60,79.0,9245,7,5,2006,2006,6,0,0.0,3,2,3,0,0,939,939,2,4,1,3,939,858,0,1797,0,0,2,1,3,1,3,8,0,4,2006.0,2,2,639,3,144,53,0,0,0,0,0,4,2007,213500,2736,2.5,2.5,1,197,1797,3375,1.0,1,75.04142143422128
383,384,45,60.0,9000,6,3,1928,1950,1,0,0.0,2,2,1,0,0,784,784,2,2,0,2,784,0,0,784,0,0,1,0,2,1,2,5,0,2,1950.0,1,2,360,2,0,0,91,0,0,0,0,10,2009,76000,1568,1.0,1.0,81,91,784,1928,59.0,59,71.1354746978608
384,385,60,0.0,53107,6,5,1992,1992,3,0,0.0,3,2,3,985,0,595,1580,2,4,1,3,1079,874,0,1953,1,0,2,1,3,1,3,9,2,4,1992.0,3,2,501,3,216,231,0,0,0,0,0,6,2007,240000,3533,2.5,3.5,15,447,2938,4034,15.0,15,70.91761790148465
385,386,120,43.0,3182,8,5,2004,2005,6,3,16.0,3,2,3,24,0,1232,1256,2,4,1,3,1269,0,0,1269,0,0,2,0,2,1,3,6,1,4,2004.0,3,2,430,3,146,20,0,0,144,0,0,4,2010,192000,2525,2.0,2.0,6,310,1293,2955,6.0,5,70.80156016242786
386,387,50,58.0,8410,5,3,1910,1996,1,0,0.0,2,1,3,0,0,658,658,2,2,1,3,658,526,0,1184,0,0,1,0,5,1,2,8,0,0,1900.0,0,0,0,0,0,151,0,0,0,0,0,5,2006,81000,1842,1.0,1.0,96,151,1184,1842,106.0,10,57.244515282205136
387,388,80,72.0,7200,6,6,1976,1976,1,3,255.0,2,2,2,631,0,410,1041,2,4,1,3,1125,0,0,1125,1,0,1,0,3,1,2,6,1,2,1977.0,1,1,352,3,296,0,0,0,0,0,0,10,2009,125000,2166,1.0,2.0,33,296,1756,2518,32.0,33,57.244515282205136
388,389,20,93.0,9382,7,5,1999,2000,6,3,125.0,3,2,3,0,0,1468,1468,2,4,1,3,1479,0,0,1479,0,0,2,0,3,1,3,6,0,4,1999.0,2,2,577,3,120,25,0,0,0,0,0,7,2008,191000,2947,2.0,2.0,9,145,1479,3524,9.0,8,75.04142143422128
389,390,60,96.0,12474,10,5,2007,2008,6,4,272.0,4,2,3,1280,0,402,1682,2,4,1,3,1742,590,0,2332,1,0,2,1,3,1,4,9,1,4,2008.0,3,3,846,3,196,134,0,0,0,0,0,8,2008,426000,4014,2.5,3.5,1,330,3612,4860,0.0,0,89.88078067216345
390,391,50,50.0,8405,5,8,1900,1950,1,0,0.0,2,2,1,241,391,229,861,2,4,1,3,961,406,0,1367,1,0,1,0,4,1,2,7,0,2,1978.0,1,1,384,3,0,130,112,0,0,0,0,4,2008,119000,2228,1.0,2.0,108,242,1999,2612,30.0,58,57.244515282205136
391,392,60,71.0,12209,6,5,2001,2002,6,0,0.0,2,2,3,690,0,114,804,2,4,1,3,804,1157,0,1961,1,0,2,1,3,1,3,7,1,4,2001.0,3,2,560,3,125,192,0,0,0,0,0,6,2009,215000,2765,2.5,3.5,8,317,2651,3325,8.0,7,65.41403406858139
392,393,20,0.0,8339,5,7,1959,1959,1,0,0.0,2,2,0,0,0,0,0,2,2,1,3,882,0,0,882,0,0,1,0,3,1,2,5,0,4,1959.0,2,1,294,3,0,0,0,0,0,0,1200,7,2007,106500,882,1.0,1.0,48,0,882,1176,48.0,48,62.495892085837696
393,394,30,0.0,7446,4,5,1941,1950,1,0,0.0,2,2,2,266,0,522,788,2,2,1,2,788,0,0,788,0,0,1,0,2,1,2,4,2,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,4,2006,100000,1576,1.0,1.0,65,0,1054,1576,106.0,56,63.70429189835996
394,395,50,60.0,10134,5,6,1940,1950,1,0,0.0,2,2,2,0,0,735,735,2,3,1,2,735,299,0,1034,0,0,1,0,2,1,2,5,0,2,1940.0,1,1,240,3,0,39,0,0,0,0,0,7,2007,109000,1769,1.0,1.0,67,39,1034,2009,67.0,57,56.50343751827948
395,396,20,68.0,9571,5,6,1956,1956,1,0,0.0,2,2,2,739,0,405,1144,2,2,1,3,1144,0,0,1144,1,0,1,0,3,1,2,6,0,4,1956.0,1,1,596,3,44,0,0,0,0,0,0,6,2010,129000,2288,1.0,2.0,54,44,1883,2884,54.0,54,57.244515282205136
396,397,20,60.0,7200,5,5,1972,1972,1,0,0.0,2,2,2,777,0,117,894,2,2,1,3,894,0,0,894,0,0,1,0,2,1,2,6,0,2,1985.0,2,2,600,3,215,0,0,0,0,0,0,9,2009,123000,1788,1.0,1.0,37,215,1671,2388,24.0,37,75.04142143422128
397,398,60,69.0,7590,5,5,1962,1962,6,3,288.0,2,2,2,540,0,324,864,2,2,1,3,876,936,0,1812,0,0,2,0,4,1,2,8,1,4,1962.0,2,1,264,3,0,168,0,0,0,0,0,7,2007,169500,2676,2.0,2.0,45,168,2352,2940,45.0,45,62.495892085837696
398,399,30,60.0,8967,5,2,1920,1950,1,0,0.0,2,1,1,0,0,961,961,2,3,1,1,1077,0,0,1077,0,0,1,0,2,1,2,6,0,2,1920.0,1,1,338,1,0,0,0,0,0,0,0,11,2007,67000,2038,1.0,1.0,87,0,1077,2376,87.0,57,53.85268421741216
399,400,60,65.0,8125,7,5,2006,2007,7,4,100.0,3,2,3,812,0,280,1092,2,4,1,3,1112,438,0,1550,1,0,2,0,2,1,3,7,0,4,2007.0,3,2,438,3,0,168,0,0,0,0,0,10,2009,241000,2642,2.0,3.0,3,168,2362,3080,2.0,2,82.65035776115711
400,401,120,38.0,14963,8,5,1996,1996,5,0,0.0,3,2,3,786,0,474,1260,2,4,1,3,1288,0,0,1288,1,0,1,1,1,1,4,4,2,4,1996.0,3,2,500,3,120,30,0,0,224,0,0,12,2008,245500,2548,1.5,2.5,12,374,2074,3048,12.0,12,83.46043851286939
401,402,20,65.0,8767,7,5,2005,2005,6,0,0.0,3,2,3,24,0,1286,1310,2,4,1,3,1310,0,0,1310,0,0,2,0,3,1,3,6,1,4,2005.0,3,2,400,3,0,0,0,0,0,0,0,7,2006,164990,2620,2.0,2.0,1,0,1334,3020,1.0,1,75.04142143422128
402,403,30,60.0,10200,5,8,1940,1997,1,0,0.0,2,2,3,0,0,672,672,2,4,1,3,672,0,0,672,0,0,1,0,2,1,2,4,0,2,1940.0,1,1,240,3,168,0,0,0,0,0,0,8,2008,108000,1344,1.0,1.0,68,168,672,1584,68.0,11,62.675326605163775
403,404,60,93.0,12090,8,5,1998,1998,6,3,650.0,3,2,3,0,0,1141,1141,2,3,1,3,1165,1098,0,2263,0,0,2,1,4,1,3,10,1,4,1998.0,3,2,420,3,144,123,0,0,0,0,0,7,2006,258000,3404,2.5,2.5,8,267,2263,3824,8.0,8,83.76917498948856
404,405,60,0.0,10364,6,5,1995,1996,1,0,0.0,2,2,3,0,0,806,806,2,3,1,3,806,766,0,1572,0,0,2,1,3,1,2,7,1,4,1995.0,3,2,373,3,0,40,0,0,0,0,0,5,2007,168000,2378,2.5,2.5,12,40,1572,2751,12.0,11,76.84454061251664
405,406,20,0.0,9991,4,4,1976,1993,4,0,0.0,2,2,2,1116,0,165,1281,2,4,1,3,1620,0,0,1620,1,0,2,0,3,1,2,8,1,4,1993.0,1,2,490,3,120,78,0,0,0,0,0,6,2009,150000,2901,2.0,3.0,33,198,2736,3391,16.0,16,62.675326605163775
406,407,50,51.0,10480,6,5,1936,1950,1,0,0.0,2,2,1,0,0,1064,1064,2,4,1,2,1166,0,473,1639,0,0,1,0,3,1,2,6,0,2,1936.0,1,1,240,3,0,0,0,0,0,0,0,3,2008,115000,2230,1.0,1.0,72,0,1166,2470,72.0,58,56.219782992682305
407,408,70,63.0,15576,6,7,1915,1976,1,0,0.0,2,2,1,0,0,840,840,2,4,1,3,840,840,0,1680,0,0,2,0,4,1,2,8,0,4,1960.0,1,1,308,3,0,0,160,0,0,0,0,3,2008,177000,2520,2.0,2.0,93,160,1680,2828,48.0,32,74.76968106580541
408,409,60,109.0,14154,7,5,2006,2006,6,3,350.0,3,2,3,0,0,1063,1063,2,4,1,3,1071,1101,0,2172,0,0,2,1,3,1,3,9,1,4,2006.0,2,3,947,3,192,62,0,0,0,0,0,8,2007,280000,3235,2.5,2.5,1,254,2172,4182,1.0,1,89.88078067216345
